 F		 G
 1.00000000e+02  1.92017400e+01 
 1.02329299e+02  1.91600203e+01 
 1.04712855e+02  1.91167614e+01 
 1.07151931e+02  1.90719240e+01 
 1.09647820e+02  1.90254670e+01 
 1.12201845e+02  1.89773436e+01 
 1.14815362e+02  1.89275271e+01 
 1.17489755e+02  1.88759715e+01 
 1.20226443e+02  1.88226313e+01 
 1.23026877e+02  1.87674816e+01 
 1.25892541e+02  1.87104780e+01 
 1.28824955e+02  1.86515777e+01 
 1.31825674e+02  1.85907565e+01 
 1.34896288e+02  1.85279750e+01 
 1.38038426e+02  1.84631935e+01 
 1.41253754e+02  1.83963902e+01 
 1.44543977e+02  1.83275310e+01 
 1.47910839e+02  1.82565792e+01 
 1.51356125e+02  1.81835228e+01 
 1.54881662e+02  1.81083170e+01 
 1.58489319e+02  1.80309536e+01 
 1.62181010e+02  1.79513987e+01 
 1.65958691e+02  1.78696399e+01 
 1.69824365e+02  1.77856611e+01 
 1.73780083e+02  1.76994397e+01 
 1.77827941e+02  1.76109698e+01 
 1.81970086e+02  1.75202335e+01 
 1.86208714e+02  1.74272252e+01 
 1.90546072e+02  1.73319430e+01 
 1.94984460e+02  1.72343792e+01 
 1.99526231e+02  1.71345241e+01 
 2.04173794e+02  1.70323925e+01 
 2.08929613e+02  1.69279823e+01 
 2.13796209e+02  1.68212982e+01 
 2.18776162e+02  1.67123521e+01 
 2.23872114e+02  1.66011550e+01 
 2.29086765e+02  1.64877226e+01 
 2.34422882e+02  1.63720633e+01 
 2.39883292e+02  1.62541970e+01 
 2.45470892e+02  1.61341462e+01 
 2.51188643e+02  1.60119303e+01 
 2.57039578e+02  1.58875854e+01 
 2.63026799e+02  1.57611229e+01 
 2.69153480e+02  1.56325728e+01 
 2.75422870e+02  1.55019738e+01 
 2.81838293e+02  1.53693489e+01 
 2.88403150e+02  1.52347415e+01 
 2.95120923e+02  1.50981763e+01 
 3.01995172e+02  1.49596962e+01 
 3.09029543e+02  1.48193402e+01 
 3.16227766e+02  1.46771345e+01 
 3.23593657e+02  1.45331262e+01 
 3.31131121e+02  1.43873605e+01 
 3.38844156e+02  1.42398814e+01 
 3.46736850e+02  1.40907139e+01 
 3.54813389e+02  1.39399192e+01 
 3.63078055e+02  1.37875258e+01 
 3.71535229e+02  1.36335832e+01 
 3.80189396e+02  1.34781456e+01 
 3.89045145e+02  1.33212388e+01 
 3.98107171e+02  1.31629215e+01 
 4.07380278e+02  1.30032279e+01 
 4.16869383e+02  1.28422120e+01 
 4.26579519e+02  1.26799063e+01 
 4.36515832e+02  1.25163743e+01 
 4.46683592e+02  1.23516430e+01 
 4.57088190e+02  1.21857513e+01 
 4.67735141e+02  1.20187651e+01 
 4.78630092e+02  1.18507140e+01 
 4.89778819e+02  1.16816325e+01 
 5.01187234e+02  1.15115841e+01 
 5.12861384e+02  1.13406021e+01 
 5.24807460e+02  1.11687248e+01 
 5.37031796e+02  1.09959948e+01 
 5.49540874e+02  1.08224552e+01 
 5.62341325e+02  1.06481367e+01 
 5.75439937e+02  1.04730996e+01 
 5.88843655e+02  1.02973776e+01 
 6.02559586e+02  1.01209997e+01 
 6.16595002e+02  9.94401166e+00 
 6.30957344e+02  9.76644885e+00 
 6.45654229e+02  9.58835520e+00 
 6.60693448e+02  9.40977295e+00 
 6.76082975e+02  9.23072762e+00 
 6.91830971e+02  9.05125928e+00 
 7.07945784e+02  8.87141945e+00 
 7.24435960e+02  8.69123460e+00 
 7.41310241e+02  8.51073049e+00 
 7.58577575e+02  8.32997128e+00 
 7.76247117e+02  8.14897302e+00 
 7.94328235e+02  7.96779438e+00 
 8.12830516e+02  7.78644607e+00 
 8.31763771e+02  7.60497753e+00 
 8.51138038e+02  7.42342261e+00 
 8.70963590e+02  7.24182409e+00 
 8.91250938e+02  7.06021920e+00 
 9.12010839e+02  6.87865753e+00 
 9.33254301e+02  6.69716533e+00 
 9.54992586e+02  6.51577703e+00 
 9.77237221e+02  6.33455302e+00 
 1.00000000e+03  6.15351848e+00 
 1.02329299e+03  5.97272213e+00 
 1.04712855e+03  5.79220865e+00 
 1.07151931e+03  5.61202663e+00 
 1.09647820e+03  5.43220815e+00 
 1.12201845e+03  5.25281260e+00 
 1.14815362e+03  5.07388577e+00 
 1.17489755e+03  4.89547771e+00 
 1.20226443e+03  4.71763114e+00 
 1.23026877e+03  4.54041134e+00 
 1.25892541e+03  4.36387876e+00 
 1.28824955e+03  4.18807870e+00 
 1.31825674e+03  4.01307694e+00 
 1.34896288e+03  3.83892968e+00 
 1.38038426e+03  3.66571029e+00 
 1.41253754e+03  3.49348949e+00 
 1.44543977e+03  3.32233231e+00 
 1.47910839e+03  3.15231361e+00 
 1.51356125e+03  2.98351485e+00 
 1.54881662e+03  2.81600423e+00 
 1.58489319e+03  2.64988321e+00 
 1.62181010e+03  2.48524168e+00 
 1.65958691e+03  2.32215338e+00 
 1.69824365e+03  2.16073201e+00 
 1.73780083e+03  2.00108318e+00 
 1.77827941e+03  1.84329254e+00 
 1.81970086e+03  1.68749046e+00 
 1.86208714e+03  1.53380284e+00 
 1.90546072e+03  1.38231827e+00 
 1.94984460e+03  1.23318821e+00 
 1.99526231e+03  1.08654728e+00 
 2.04173794e+03  9.42525600e-01 
 2.08929613e+03  8.01270556e-01 
 2.13796209e+03  6.62939314e-01 
 2.18776162e+03  5.27681029e-01 
 2.23872114e+03  3.95666975e-01 
 2.29086765e+03  2.67064689e-01 
 2.34422882e+03  1.42046188e-01 
 2.39883292e+03  2.07982360e-02 
 2.45470892e+03 -9.64924389e-02 
 2.51188643e+03 -2.09633244e-01 
 2.57039578e+03 -3.18428530e-01 
 2.63026799e+03 -4.22669581e-01 
 2.69153480e+03 -5.22154331e-01 
 2.75422870e+03 -6.16671479e-01 
 2.81838293e+03 -7.05993263e-01 
 2.88403150e+03 -7.89918724e-01 
 2.95120923e+03 -8.68211921e-01 
 3.01995172e+03 -9.40658834e-01 
 3.09029543e+03 -1.00704036e+00 
 3.16227766e+03 -1.06713627e+00 
 3.23593657e+03 -1.12072644e+00 
 3.31131121e+03 -1.16759478e+00 
 3.38844156e+03 -1.20753166e+00 
 3.46736850e+03 -1.24033545e+00 
 3.54813389e+03 -1.26580729e+00 
 3.63078055e+03 -1.28375806e+00 
 3.71535229e+03 -1.29401684e+00 
 3.80189396e+03 -1.29641072e+00 
 3.89045145e+03 -1.29079552e+00 
 3.98107171e+03 -1.27703440e+00 
 4.07380278e+03 -1.25501225e+00 
 4.16869383e+03 -1.22463186e+00 
 4.26579519e+03 -1.18582049e+00 
 4.36515832e+03 -1.13853366e+00 
 4.46683592e+03 -1.08275066e+00 
 4.57088190e+03 -1.01848519e+00 
 4.67735141e+03 -9.45785931e-01 
 4.78630092e+03 -8.64743431e-01 
 4.89778819e+03 -7.75492755e-01 
 5.01187234e+03 -6.78223597e-01 
 5.12861384e+03 -5.73180214e-01 
 5.24807460e+03 -4.60675861e-01 
 5.37031796e+03 -3.41116039e-01 
 5.49540874e+03 -2.14964792e-01 
 5.62341325e+03 -8.28215878e-02 
 5.75439937e+03  5.46223299e-02 
 5.88843655e+03  1.96543596e-01 
 6.02559586e+03  3.41938394e-01 
 6.16595002e+03  4.89678821e-01 
 6.30957344e+03  6.38420390e-01 
 6.45654229e+03  7.86633954e-01 
 6.60693448e+03  9.32578139e-01 
 6.76082975e+03  1.07427411e+00 
 6.91830971e+03  1.20955822e+00 
 7.07945784e+03  1.33602991e+00 
 7.24435960e+03  1.45115336e+00 
 7.41310241e+03  1.55224004e+00 
 7.58577575e+03  1.63657350e+00 
 7.76247117e+03  1.70145823e+00 
 7.94328235e+03  1.74435354e+00 
 8.12830516e+03  1.76298323e+00 
 8.31763771e+03  1.75546030e+00 
 8.51138038e+03  1.72040053e+00 
 8.70963590e+03  1.65698197e+00 
 8.91250938e+03  1.56502198e+00 
 9.12010839e+03  1.44498209e+00 
 9.33254301e+03  1.29791266e+00 
 9.54992586e+03  1.12539960e+00 
 9.77237221e+03  9.29454411e-01 
 1.00000000e+04  7.12403251e-01 
 1.02329299e+04  4.76744132e-01 
 1.04712855e+04  2.25056510e-01 
 1.07151931e+04 -4.00947432e-02 
 1.09647820e+04 -3.16247866e-01 
 1.12201845e+04 -6.01103495e-01 
 1.14815362e+04 -8.92547538e-01 
 1.17489755e+04 -1.18867603e+00 
 1.20226443e+04 -1.48780471e+00 
 1.23026877e+04 -1.78845785e+00 
 1.25892541e+04 -2.08936714e+00 
 1.28824955e+04 -2.38944163e+00 
 1.31825674e+04 -2.68776246e+00 
 1.34896288e+04 -2.98356016e+00 
 1.38038426e+04 -3.27619294e+00 
 1.41253754e+04 -3.56513387e+00 
 1.44543977e+04 -3.84995346e+00 
 1.47910839e+04 -4.13030442e+00 
 1.51356125e+04 -4.40591001e+00 
 1.54881662e+04 -4.67655302e+00 
 1.58489319e+04 -4.94206457e+00 
 1.62181010e+04 -5.20231882e+00 
 1.65958691e+04 -5.45722313e+00 
 1.69824365e+04 -5.70671266e+00 
 1.73780083e+04 -5.95074716e+00 
 1.77827941e+04 -6.18930473e+00 
 1.81970086e+04 -6.42237928e+00 
 1.86208714e+04 -6.64997640e+00 
 1.90546072e+04 -6.87211478e+00 
 1.94984460e+04 -7.08881922e+00 
 1.99526231e+04 -7.30012145e+00 
 2.04173794e+04 -7.50606011e+00 
 2.08929613e+04 -7.70667827e+00 
 2.13796209e+04 -7.90202166e+00 
 2.18776162e+04 -8.09214071e+00 
 2.23872114e+04 -8.27708820e+00 
 2.29086765e+04 -8.45691903e+00 
 2.34422882e+04 -8.63169052e+00 
 2.39883292e+04 -8.80146206e+00 
 2.45470892e+04 -8.96629519e+00 
 2.51188643e+04 -9.12625251e+00 
 2.57039578e+04 -9.28139929e+00 
 2.63026799e+04 -9.43180163e+00 
 2.69153480e+04 -9.57752839e+00 
 2.75422870e+04 -9.71864879e+00 
 2.81838293e+04 -9.85523451e+00 
 2.88403150e+04 -9.98735849e+00 
 2.95120923e+04 -1.01150955e+01 
 3.01995172e+04 -1.02385214e+01 
 3.09029543e+04 -1.03577137e+01 
 3.16227766e+04 -1.04727511e+01 
 3.23593657e+04 -1.05837139e+01 
 3.31131121e+04 -1.06906826e+01 
 3.38844156e+04 -1.07937396e+01 
 3.46736850e+04 -1.08929681e+01 
 3.54813389e+04 -1.09884518e+01 
 3.63078055e+04 -1.10802745e+01 
 3.71535229e+04 -1.11685211e+01 
 3.80189396e+04 -1.12532766e+01 
 3.89045145e+04 -1.13346263e+01 
 3.98107171e+04 -1.14126550e+01 
 4.07380278e+04 -1.14874477e+01 
 4.16869383e+04 -1.15590890e+01 
 4.26579519e+04 -1.16276630e+01 
 4.36515832e+04 -1.16932533e+01 
 4.46683592e+04 -1.17559426e+01 
 4.57088190e+04 -1.18158129e+01 
 4.67735141e+04 -1.18729451e+01 
 4.78630092e+04 -1.19274194e+01 
 4.89778819e+04 -1.19793145e+01 
 5.01187234e+04 -1.20287081e+01 
 5.12861384e+04 -1.20756765e+01 
 5.24807460e+04 -1.21202950e+01 
 5.37031796e+04 -1.21626372e+01 
 5.49540874e+04 -1.22027753e+01 
 5.62341325e+04 -1.22407806e+01 
 5.75439937e+04 -1.22767224e+01 
 5.88843655e+04 -1.23106688e+01 
 6.02559586e+04 -1.23426867e+01 
 6.16595002e+04 -1.23728412e+01 
 6.30957344e+04 -1.24011964e+01 
 6.45654229e+04 -1.24278149e+01 
 6.60693448e+04 -1.24527580e+01 
 6.76082975e+04 -1.24760857e+01 
 6.91830971e+04 -1.24978568e+01 
 7.07945784e+04 -1.25181289e+01 
 7.24435960e+04 -1.25369586e+01 
 7.41310241e+04 -1.25544012e+01 
 7.58577575e+04 -1.25705110e+01 
 7.76247117e+04 -1.25853415e+01 
 7.94328235e+04 -1.25989450e+01 
 8.12830516e+04 -1.26113730e+01 
 8.31763771e+04 -1.26226762e+01 
 8.51138038e+04 -1.26329042e+01 
 8.70963590e+04 -1.26421062e+01 
 8.91250938e+04 -1.26503302e+01 
 9.12010839e+04 -1.26576239e+01 
 9.33254301e+04 -1.26640338e+01 
 9.54992586e+04 -1.26696061e+01 
 9.77237221e+04 -1.26743859e+01 
 1.00000000e+05 -1.26784179e+01 
 1.02329299e+05 -1.26817459e+01 
 1.04712855e+05 -1.26844130e+01 
 1.07151931e+05 -1.26864614e+01 
 1.09647820e+05 -1.26879327e+01 
 1.12201845e+05 -1.26888675e+01 
 1.14815362e+05 -1.26893057e+01 
 1.17489755e+05 -1.26892861e+01 
 1.20226443e+05 -1.26888467e+01 
 1.23026877e+05 -1.26880243e+01 
 1.25892541e+05 -1.26868547e+01 
 1.28824955e+05 -1.26853727e+01 
 1.31825674e+05 -1.26836118e+01 
 1.34896288e+05 -1.26816041e+01 
 1.38038426e+05 -1.26793806e+01 
 1.41253754e+05 -1.26769709e+01 
 1.44543977e+05 -1.26744032e+01 
 1.47910839e+05 -1.26717040e+01 
 1.51356125e+05 -1.26688987e+01 
 1.54881662e+05 -1.26660108e+01 
 1.58489319e+05 -1.26630623e+01 
 1.62181010e+05 -1.26600738e+01 
 1.65958691e+05 -1.26570641e+01 
 1.69824365e+05 -1.26540504e+01 
 1.73780083e+05 -1.26510483e+01 
 1.77827941e+05 -1.26480718e+01 
 1.81970086e+05 -1.26451333e+01 
 1.86208714e+05 -1.26422436e+01 
 1.90546072e+05 -1.26394120e+01 
 1.94984460e+05 -1.26366464e+01 
 1.99526231e+05 -1.26339533e+01 
 2.04173794e+05 -1.26313377e+01 
 2.08929613e+05 -1.26288034e+01 
 2.13796209e+05 -1.26263531e+01 
 2.18776162e+05 -1.26239882e+01 
 2.23872114e+05 -1.26217091e+01 
 2.29086765e+05 -1.26195155e+01 
 2.34422882e+05 -1.26174058e+01 
 2.39883292e+05 -1.26153782e+01 
 2.45470892e+05 -1.26134296e+01 
 2.51188643e+05 -1.26115569e+01 
 2.57039578e+05 -1.26097563e+01 
 2.63026799e+05 -1.26080234e+01 
 2.69153480e+05 -1.26063538e+01 
 2.75422870e+05 -1.26047427e+01 
 2.81838293e+05 -1.26031853e+01 
 2.88403150e+05 -1.26016765e+01 
 2.95120923e+05 -1.26002115e+01 
 3.01995172e+05 -1.25987852e+01 
 3.09029543e+05 -1.25973928e+01 
 3.16227766e+05 -1.25960297e+01 
 3.23593657e+05 -1.25946913e+01 
 3.31131121e+05 -1.25933735e+01 
 3.38844156e+05 -1.25920722e+01 
 3.46736850e+05 -1.25907837e+01 
 3.54813389e+05 -1.25895047e+01 
 3.63078055e+05 -1.25882320e+01 
 3.71535229e+05 -1.25869629e+01 
 3.80189396e+05 -1.25856950e+01 
 3.89045145e+05 -1.25844262e+01 
 3.98107171e+05 -1.25831547e+01 
 4.07380278e+05 -1.25818792e+01 
 4.16869383e+05 -1.25805984e+01 
 4.26579519e+05 -1.25793115e+01 
 4.36515832e+05 -1.25780181e+01 
 4.46683592e+05 -1.25767179e+01 
 4.57088190e+05 -1.25754108e+01 
 4.67735141e+05 -1.25740971e+01 
 4.78630092e+05 -1.25727772e+01 
 4.89778819e+05 -1.25714517e+01 
 5.01187234e+05 -1.25701215e+01 
 5.12861384e+05 -1.25687874e+01 
 5.24807460e+05 -1.25674505e+01 
 5.37031796e+05 -1.25661121e+01 
 5.49540874e+05 -1.25647734e+01 
 5.62341325e+05 -1.25634358e+01 
 5.75439937e+05 -1.25621006e+01 
 5.88843655e+05 -1.25607693e+01 
 6.02559586e+05 -1.25594433e+01 
 6.16595002e+05 -1.25581242e+01 
 6.30957344e+05 -1.25568132e+01 
 6.45654229e+05 -1.25555119e+01 
 6.60693448e+05 -1.25542216e+01 
 6.76082975e+05 -1.25529438e+01 
 6.91830971e+05 -1.25516796e+01 
 7.07945784e+05 -1.25504302e+01 
 7.24435960e+05 -1.25491970e+01 
 7.41310241e+05 -1.25479808e+01 
 7.58577575e+05 -1.25467828e+01 
 7.76247117e+05 -1.25456039e+01 
 7.94328235e+05 -1.25444448e+01 
 8.12830516e+05 -1.25433065e+01 
 8.31763771e+05 -1.25421894e+01 
 8.51138038e+05 -1.25410943e+01 
 8.70963590e+05 -1.25400216e+01 
 8.91250938e+05 -1.25389717e+01 
 9.12010839e+05 -1.25379450e+01 
 9.33254301e+05 -1.25369418e+01 
 9.54992586e+05 -1.25359621e+01 
 9.77237221e+05 -1.25350062e+01 
 1.00000000e+06 -1.25340742e+01 
